Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1917,VAN OVERAL,TEHNOLOGIE,5
1917,VAN OVERAL,TEHNOLOGIE,5
1903,"FEUILLETON, De weduwe Wendel en hare kindeken.",FINANCIAR,4
1960,HET BRANDENDE DAL RADU TUDORAJN Vertaling: Margot Bakker,TEHNOLOGIE,1
1890,NIEUWS VAN DEN DAG.,TEHNOLOGIE,5
1920,FINANCIEELE BERICHTEN,FINANCIAR,4
1916,Financieele berichten,FINANCIAR,4
1915,Financiëele berichten.,FINANCIAR,4
1918,De Oorlog.,ACCIDENT,5
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1923,Financiëele Berichten.,TEHNOLOGIE,4
1932,"Een brutale inbraak in kasteel „Nijenrode"" te Breukelen.",ACCIDENT,5
1926,FEUILLETON. MOEDER EN DOCHTER. Naar het Engelsch VAN W. CHAMBERS.,FINANCIAR,5
1929,Telegrammen.,TEHNOLOGIE,5
1931,TELEGRAMMEN,TEHNOLOGIE,5
1929,TELEGRAMMEN,TEHNOLOGIE,5
1990,Profarbiters in Italië telesport Buitenlands Voetbal in Cijfers,FINANCIAR,5
1912,Cenons. Hollandsche Petroleum-Compagnie.,GREVA,5
1960,RADU TUDORAN Vertaling: Margot Bakker HET BRANDENDE DAU,GREVA,1
1823,Advertentie,FINANCIAR,4
1932,"DE INBRAAK IN KASTEEL „NIJENRODE"". „VAKMENSCHEN"" DIE MET DE SITUATIE BEKEND MOETEN ZIJN GEWEEST.",GREVA,4
1913,"PER TELEGRAAF. (De „Per telegraaf"" Uit de Staatscourant.",TEHNOLOGIE,1
1929,TELEGRAMMEN Zal Minister Beelaerts heengaan?,TEHNOLOGIE,1
1917,BUITENLAND.,FINANCIAR,3
1935,"De nieuwe petroleumbronnen van Marokko. Interview met C. S. Gadbenkian, den olie-koning van Frankrijk.",TEHNOLOGIE,5
1930,Gemengd Buitenlandsch Nieuws. DE BIOSCOOPBRAND IN MANDSJOERIJE.,FINANCIAR,4
1914,Telegrammen. De reorgandantie in het Turksche leger.,ACCIDENT,5
1931,BUITENLAND. Duitschland.,FINANCIAR,1
1932,"GEMENGD NIEUWS. Brutale inbraak in kasteel „Nijenrode"" te Breukelen.",ACCIDENT,4
1929,TELEGRAMMEN. DE HERSTELCONFERENTIE.,TEHNOLOGIE,5
1930,TELEGRAMMEN. DE FRANSCHE OVERSTROOMING.,TEHNOLOGIE,1
1914,TELEGRAMMEN. Het Caillaux-proces.,TEHNOLOGIE,4
1912,GEMENGD NIEUWS.,GREVA,4
1914,BUITENLAND. HET RUTHENEN-PROCES.,TEHNOLOGIE,4
1938,ROEMEENSCHE OLIEINDUSTRIE. Engelsch-Nederlandsch belang het grootst.,FINANCIAR,1
1915,FINANCIEELE MEDEDEELINGEN. BRAZILIAANSCHE KOFFIEVALORISATIE.,FINANCIAR,4
1906,BINNENLAND.,FINANCIAR,5
1931,TELEGRAMMEN. KABINETSZITTING TE TOKIO.,GREVA,5
2002,UITSLAGEN,TEHNOLOGIE,3
2002,Tour de France,FINANCIAR,4
1929,BUITENLAND. PROEVEN MET EEN VUURPIJL-VLIEGTUIG.,FINANCIAR,5
1913,Kunst en Wetenschappen.,GREVA,5
1948,T.T.-races krachten vreugde en leed Renooy behaalde de eerste Nederlandse zege,TEHNOLOGIE,1
1914,Buitenland,FINANCIAR,3
1989,SCOREBORD Voetbal,TEHNOLOGIE,3
1906,BEURS EN NIJVERHEID. Londensche Beurs.,FINANCIAR,5
1989,UITSLAGEN & STANDEN,FINANCIAR,4
1989,UITSLAGEN & STANDEN,FINANCIAR,4
1989,UITSLAGEN & STANDEN,FINANCIAR,4
1983,achtergrond Parijse mode zonder poespas door LOES DE FAUWE,FINANCIAR,3
1965,Moderne mozaïeken in Delftse Prinsenhof Boeiend – maar vergeet alles van Ravenna,TEHNOLOGIE,3
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1990,BUITENLANDS VOETBAL,FINANCIAR,3
1987,BUITENLANDS VOETBAL,FINANCIAR,3
1988,BUITENLANDS BUITENLANDS VOETBAL,FINANCIAR,3
1990,BUITENLANDS VOETBAL,FINANCIAR,3
1988,BUITENLANDSE VOETBAL,FINANCIAR,3
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1990,BUITENLANDS VOETBAL,FINANCIAR,3
1930,Telegrammen De Vlootconferentie.,FINANCIAR,5
1925,Financieel Overzicht.,FINANCIAR,4
1912,Laatste Berichten,TEHNOLOGIE,5
1932,Buitenland. DE INTERPARLEMENTAIRE HANDELS-CONFERENTIE.,GREVA,4
1929,BUITENLAND.,FINANCIAR,3
1931,Buitenland. TWEE DUITSCHE VLIEGERS VERONGELUKT.,GREVA,1
1929,Gemengd,TEHNOLOGIE,4
1925,Fondsenmarkt,FINANCIAR,5
1929,LAATSTE BERICHTEN. BINNENLAND. Vacature-Stokvis in den Volksraad.,GREVA,5
1931,LAATSTE BERICHTEN. BINNENLAND. De winkelsluiting te Amsterdam.,FINANCIAR,5
1931,"LAATSTE BERICHTEN. Binnenland Da vernieling van de „Anatomische les"".",ACCIDENT,1
1914,Uit verschillende landen. Wetenschapsprijzen.,FINANCIAR,5
1920,Sport. Voetbal.,FINANCIAR,5
1939,Hoe zal de houding van Roemenië zijn ? Moeilijkheden met de nahuurstaten.,ACCIDENT,2
1930,Gemengd Nieuws.,FINANCIAR,4
1927,Eigen Draadlooze Dienst DE DERDE VLUCHT OVER DEN ATLANTISCHEN OCEAAN. PETROLEUMBRONNEN IN BRAND. — DUITSCHLAND EN ROEMENIë. — DE ONZEKERE TOESTAND IN ROEMENIë. — VOOR DE MOEDERS VAN NUNGESSER EN COLI. — EEN GEDENKSTEEN VOOR EBERT. — DE MOORD OP WOJKOF,ACCIDENT,5
1929,TELEGRAMMEN Uit de Staatscourant.,TEHNOLOGIE,5
1925,Financieel Overzicht.,FINANCIAR,4
1929,EERSTE BLAD. BUITENLAND DE PETROLEUMBRANDEN IN RUMENIË.,FINANCIAR,4
1913,Buitenland BELGIE,FINANCIAR,3
1931,BUITENLAND.,FINANCIAR,3
1912,Van Week tot Week,TEHNOLOGIE,5
1916,BUITENLANDSCHE HAVENS.,FINANCIAR,5
1911,FIMANOIEELE KROHIEK.,FINANCIAR,1
1890,BUITENLAND. ALGEMEEN OVERZICHT.,FINANCIAR,4
1909,Perrer-meeting.,FINANCIAR,4
1989,BEKERWINNAARS,ACCIDENT,5
1989,telesport Buitenlands Voetbal in Cijfers,TEHNOLOGIE,5
1870,HAAGSCHE KRONIEK.,FINANCIAR,5
1926,FINANCIEN EN HANDEL De Koninklijke.,FINANCIAR,5
1925,GEMENGD NIEUWS.,GREVA,4
1921,FEUILLETON. NAASTENLIEFDE.,FINANCIAR,5
1964,RIJNVAART,TEHNOLOGIE,5
1926,Brieven uit Duitschland. EEN EN ANDER OVER PETROLEUM EN AARDGAS.,TEHNOLOGIE,5
1912,"ODESSA, Dec. 1912.",TEHNOLOGIE,1
1927,Familiebericht,FINANCIAR,5
1921,Weer- en Rivierberichten. Maandag 14 November.,TEHNOLOGIE,5
1929,BUITENLAND.,FINANCIAR,3
1925,De Fondsenmarkt. WEEKOVERZICHT.,FINANCIAR,5
1925,De Fondsenmarkt. WEEKOVERZICHT.,FINANCIAR,5
1925,De Fondsenmarkt. WEEKOVERZICHT.,FINANCIAR,5
1914,Zuidelijke Provincien.,FINANCIAR,4
1914,Van Overal.,FINANCIAR,5
1914,Van Overal.,FINANCIAR,5
1914,Van Overal.,FINANCIAR,5
1823,den 8sten juni.,TEHNOLOGIE,5
1914,financieel es Economisch Nieuws,FINANCIAR,3
1913,Financieel en Economisch Nieuws VOORLOOPIG GENOTEERDE FONDSEN.,FINANCIAR,5
1909,Financieel en Economisch Nieuws,FINANCIAR,4
1916,Buitenland De toestand in het Roemeensche petroleumgebied.,FINANCIAR,3
1929,VARIA.,TEHNOLOGIE,3
1923,Financieel Overzicht.,FINANCIAR,4
1916,BUITENLANDSCHE HAVENS.,FINANCIAR,5
1916,Buitenlandsche Havens.,FINANCIAR,5
1926,HET BEDRIJF IN 1925.,FINANCIAR,5
1906,"Spoorweg-, mijn- en andere opbrengsten.",FINANCIAR,5
1910,Beurs en Handel.,FINANCIAR,5
1912,GEMENGD NIEUWS.,GREVA,4
1927,Cultures en Handel Op zoek naar olie in Nieuw-Guinea,FINANCIAR,4
1928,GEOGRAFISCHE KRING,FINANCIAR,3
1930,"DE PETROLEUMBRAND IN ROEMENIE. De gassen, welke met de petroleum aangeboord worden, ontploffen vaak door de geweldige wrijving en veroorzaken op deze wijze brand. TOT HEDEN REEDS EEN SCHADE VAN RUIM 200 MILLIOEN GLD.",TEHNOLOGIE,1
1930,BRIAND'S MEMORANDUM EN DE,TEHNOLOGIE,4
1905,FEUILLETON. De Cirkel.. Naar het Engelsch VAN KATHERINE CECIL THURSTON.,TEHNOLOGIE,4
1931,ALS EEN OLIEBRON BRANDT ...,FINANCIAR,1
1931,GE „KONINKLIJKE”,FINANCIAR,5
1928,Nederland.,TEHNOLOGIE,5
1912,Financieel Nieuws.,FINANCIAR,4
1929,Telegrammen.,TEHNOLOGIE,5
1913,Henseignements économiques et commerciaux,FINANCIAR,4
1916,L’assemblée annuelle de la société „Astra Romana”,TEHNOLOGIE,5
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1915,Dagelijksch Beursbericht.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIËN EN ECONOMIE-,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1927,Oeconomische en Finsncieele Mededeelingen.,FINANCIAR,4
1924,FINANCIEN EN ECONOMIE WIJZIGING VAN DE BEPALINGEN OMTRENT WISSELS EN ASSIGNATIËN,FINANCIAR,4
1920,FINANCIEELE MEDEDEELINGEN BINNENLAND.,FINANCIAR,4
1920,FINANCIEELE MEDEDEELINGEN BINNENLAND.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN FAILLISSEMENTEN.,FINANCIAR,1
1913,"FINANCIEELE MEDEDEELINGEN. WIJ HERINNEREN ONZE LEZERS ERAAN, DAT DE NEW-YORKSCHE BEURS GISTEREN WEGENS „ELECTION DAT” GESLOTEN IS GEBLEVEN.",FINANCIAR,1
1913,FINANCIËELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. NEDERL- SCHEEPVAART-UNIE.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. WALLSTREETNIEUWS.,FINANCIAR,4
1928,Oeconomische en Financieele  Mededeelingen.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN FAILLISSEMENTEN.,FINANCIAR,1
1931,The Royal Dutch Petroleum Co.,GREVA,5
1931,Société Royale Néerlandaise,FINANCIAR,5
1906,FINANCIEEIE BERICHTEN,FINANCIAR,3
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1912,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1917,FINANCIEELE BERICHTEN.,FINANCIAR,4
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1905,FINANCIEELE BERICHTEN.,FINANCIAR,4
1915,FINANCIEELE BERICHTEN.,FINANCIAR,4
1927,Gemengd Nieuws,FINANCIAR,4
1916,FINANCIEELE BERICHTEN.,FINANCIAR,4
1913,FINANCIEELE BERICHTEN.,FINANCIAR,4
1918,DE OORLOG.,ACCIDENT,5
1913,FINANCIEELE BERICHTEN.,FINANCIAR,4
1890,Vijfde Blad. Buitenlandsch Nieuws.,GREVA,5
1924,FINANCIEEL NIEUWS,FINANCIAR,4
1917,Oeconomische en financieele Mededeelingen.,FINANCIAR,4
1920,FINANCIEEL EN ECONOMISCH NIEUWS.,FINANCIAR,4
1930,BUITENLAND.,FINANCIAR,3
1927,Buitenland.,FINANCIAR,3
1928,Laatste Nieuws.,FINANCIAR,5
1928,Laatste Nieuws.,FINANCIAR,5
1930,BUITENLAND.,FINANCIAR,3
1922,Financiëele Berichten.,TEHNOLOGIE,4
1923,Financieele Berichten.,FINANCIAR,4
1890,BUITENLAND.,FINANCIAR,3
1911,Financieel en economisch nieuws,FINANCIAR,4
1910,Financieel en Economisch Nieuws,FINANCIAR,4
1940,UIT DE OLIEWERELD Roemenië’s perikelen.,TEHNOLOGIE,5
1931,27 NOVEMBER 1931,TEHNOLOGIE,1
1916,Financieele berichten.,FINANCIAR,4
1924,Beursoverzicht.,FINANCIAR,4
1922,Financieele Berichten. De weekstaat van de Ned. Bank.,FINANCIAR,4
1914,BUITENLANDSCHE BERICHTEN.,FINANCIAR,5
1923,"Financiëele Berichten,",TEHNOLOGIE,4
1925,Financiëele Berichten. NIEUWE EMISSIE.,TEHNOLOGIE,5
1926,FINANCIEELS BERICHTEN,FINANCIAR,4
1914,Verscheidenheden. DE VOORZEGGING VAN MALACHIAS,FINANCIAR,3
1929,TELEGRAMMEN,TEHNOLOGIE,5
1928,Telegrammen.,TEHNOLOGIE,5
1928,VAN BOEKAREST NAAR CONSTANTZA.,FINANCIAR,5
1920,Het Evangelie van Tagore.,FINANCIAR,5
1927,DE ROEMEENSCHE PETROLEUMINDUSTRIE. STERKE STIJGING DER PRODUCTIE.,TEHNOLOGIE,1
1921,Financieele berichten.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1931,BUITENLAND. INTERN. KAMER VAN KOOPHANDEL.,FINANCIAR,3
1928,BUITENLAND. DE HAVEN VAN GDINGEN.,FINANCIAR,5
1930,BUITENLAND. GOODRICH & CO.,TEHNOLOGIE,5
1930,BUITENLAND. DE PARIJSCHE STIKSTOFCONFERENTIE,FINANCIAR,3
1929,WETENSCHAP. KON. NED. AARDR. GENOOTSCHAP.,ACCIDENT,4
1920,FINANCIEELE MEDEDEELINGEN BINNENLAND.,FINANCIAR,4
1925,GEMENGD NIEUWS. DE STORMRAMP VAN 10 AUGUSTUS,GREVA,4
1932,"Gemengd Nieuws Brutale inbraak in kasteel Nijenrode te Breukelen. Zeven schilderijen, 50 minia uren en een aantal gouden en zilveren voorwerpen gestolen.",ACCIDENT,1
2002,Etappes en ploegen,TEHNOLOGIE,5
2000,UITSLAGEN,TEHNOLOGIE,3
1913,Telegrammen. Hofbericht.,TEHNOLOGIE,5
1890,BUITENLAND. OVERZICHT.,FINANCIAR,4
1927,TELEGRAMMEN. DE AMERIKAAKSCHE VLIEGERS WORDEN DOOR VOS HINDENBURG ONTVANGEN.,TEHNOLOGIE,5
1911,FINANCIEELE KRONIEK.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. AMERIKAANSCHE SPOORWEGONTVANGSTEN.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1921,FINANCIEEIE MEDEDEELINGEN LANDBOUW MIJ. SIRAH KENTJONG.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. LOTEN FREIBURGER STAATSBANK VAN 1895.,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,UITSLAGEN,TEHNOLOGIE,3
1913,Uit verschillende landen.,FINANCIAR,5
1913,Telegrammen van heden.,TEHNOLOGIE,5
1990,SCOREBORD,GREVA,3
1989,SCOREBORD,GREVA,3
1989,SCOREBORD,GREVA,3
1972,De Biennale maakt Venetië niet minder triest,FINANCIAR,3
1990,SCOREBORD Betaald voetbal,FINANCIAR,1
1940,VOOR PRIMA DRUKWERK DRUKKERIJ DE MEIERIJ Het belangrijkste oorlogsgebied: Het petroleumfront. EEN BEZOEK AAN HET ROEMEENSCHE PETROLEUMGEBIED.,GREVA,4
1926,FINANCIEN EN HANDEL.,FINANCIAR,4
1927,FINANCIEN EN HANDEL. AMSTERDAMSCHE BEURS.,FINANCIAR,5
1925,FINANCIEN EN HANDEL. Robbermarkt te Singapore.,FINANCIAR,5
1914,Verscheidenheden. DE VOORZEGGING VAN MALACHIAS,FINANCIAR,3
1912,Laatste Berichten.,TEHNOLOGIE,5
1990,BUITENLANDS VOETBAL,FINANCIAR,3
1927,GEMENGDE BERICHTEN,FINANCIAR,4
1931,LAATSTE NIEUWS. BINNENLAND. TWEEDE KAMER.,TEHNOLOGIE,5
1927,Dit nummer bestaat uit 8 bladzijden. 1e BLAD Buitenland. SERVIE EN ALBANIE.,ACCIDENT,1
1929,Dit nummer bestaat uit 8 bladzijden. 1e BLAD Buitenland. ALGEMEEN OVERZICHT.,FINANCIAR,4
1930,Buitenland. HET VLOOTVERDRAG.,FINANCIAR,5
1929,BUITENLAND.,FINANCIAR,3
1929,BUITENLAND. DE VOLKENBOND.,FINANCIAR,5
1930,Buitenland. NIEUWE OCEAANVLUCHT.,FINANCIAR,5
1912,Telegrammen,TEHNOLOGIE,5
1923,FINANTIEEL OVERZICHT,FINANCIAR,4
1931,TELEGRAMMEN. (Deze rubriek gedeeltelijk ongecorrigeerd). OVERZEESCHE HARDHOUT IMP. MIJ.,ACCIDENT,1
1913,Buitenlandsche Berichten. Van den Balkan.,FINANCIAR,5
1929,Buitenland. HET RUSSISCH-CHINEESCH GESCHIL. Overeenstemming op drie punten?,FINANCIAR,3
1930,VERSPREIDE BERICHTEN. Propaganda per radio voor een leening in Australië.,FINANCIAR,4
1914,Uit verschillende landen. Uit de rechtzaal.,FINANCIAR,1
1929,TELEGRAMMEN.,TEHNOLOGIE,5
1929,BUITENLAND.,FINANCIAR,3
1931,BUITENLAND. Het Chineesch-Japansche geschil.,FINANCIAR,3
1929,Gemengd Buitenlandsch Nieuws.,TEHNOLOGIE,4
1929,TELEGRAMMEN,TEHNOLOGIE,5
1931,BUITENLAND CHAOTISCHE WOELING,TEHNOLOGIE,1
1927,TELEGRAMMEN.,TEHNOLOGIE,5
1925,Financieel Overzicht.,FINANCIAR,4
1925,Laatste Berichten.,TEHNOLOGIE,5
1890,BUITENLAND. Algemeen overzicht.,FINANCIAR,4
1907,BINNENLAND.,FINANCIAR,5
1925,Financieel Overzicht.,FINANCIAR,4
1929,BUITENLAND.,FINANCIAR,3
1925,DUITSCHLAND.,TEHNOLOGIE,3
1929,BRIEVEN  UIT FRANKRIJK. HEEN RITJE PER METRO. STRAATMUZIKANTEN.,TEHNOLOGIE,5
1911,Financieele Berichten. De „Koninklijke” in 1910.,FINANCIAR,4
1930,Korte Berichten,TEHNOLOGIE,4
1893,Advertentie,FINANCIAR,4
1952,"CORDOBA, DE MOREN en SPANJE",FINANCIAR,1
1929,"Van vroeger dagen. (Tweede Reeks nr, 117). TYPISCHE UITDRUKKINGEN. „Wie es denkt und sprichL""",FINANCIAR,4
1924,FINANCIEN EN HANDEL Koninklijke.,FINANCIAR,5
1911,Geconsolldeerde Hollandsche Fetrleum Compagnie.,GREVA,1
1819,Advertentie,FINANCIAR,4
1786,Advertentie,FINANCIAR,4
1931,SCHOOL ËN OPVOEDING. XIIIe INTERN. STUDENTEN-CONGRES.,GREVA,5
1931,GEMENGDE BERICHTEN,FINANCIAR,4
1928,GEMENGDE BERICHTEN.,FINANCIAR,4
1912,Gemengde berichten.,FINANCIAR,4
1928,DE LOF VAN EUROPA!,FINANCIAR,5
1929,BUITENLAND.,FINANCIAR,3
1930,KORTE BERICHTEN.,FINANCIAR,4
1913,Zuidelijke Provincien.,FINANCIAR,4
1906,Overzicht der Geld- en Fondsenmarkt.,FINANCIAR,4
1916,Overzicht.,TEHNOLOGIE,4
1916,Financieel en Economisch Nieuws,FINANCIAR,4
1919,FINACIEEL EN ECONOMISCH NIEUWS CREDIETEN AAN DUITSGHLAND. •,FINANCIAR,5
1911,De Koninklijke In 1910.,FINANCIAR,5
1906,Financieele Berichten. Dagelijksch Beursoverzicht.,FINANCIAR,4
1929,"De heer Easton blijft pessimist. 11. (Slot). Met menschen die door de Goden met blindheid geslagen zijn, is geen redeneeren mogelijk.",ACCIDENT,1
1927,VARIA.,TEHNOLOGIE,3
1923,Finantieel Overzicht,FINANCIAR,4
1927,VARIA.,TEHNOLOGIE,3
1929,De Donaulanden.,FINANCIAR,5
1929,De Donaulanden.,FINANCIAR,5
1924,Oeconomische en Financiecle Mededeelingen.,FINANCIAR,4
1925,Handel en Industrie. Kon. Ned. Mij. tot Exploitatie van Petroleumbronnen in Ned Indië.,FINANCIAR,4
1916,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1926,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1928,EEN ROEMEENSCHE ZUIDER-ZEE. Een millioen hectaren vruchtbaar land zijn in te polderen; enkele malen meer dan in onze Zuiderzee. — Waarom vroegere pogingen in het klein mislukten. SARDINES MET EEN OLIESMAAK.,ACCIDENT,1
1925,Gemengde Berichten.,TEHNOLOGIE,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1916,DE OORLOG.,ACCIDENT,5
1916,SCHEEPSTIJDINGEN.,GREVA,5
1916,SCHEEPSTIJDINGEN.,GREVA,5
1920,SPORT,FINANCIAR,5
1917,BINNENLANDSCH NIEUWS.,TEHNOLOGIE,4
1916,MARKT-en HANDELSBERICHTEN,FINANCIAR,5
1916,SCHEEPSTIJDINGEN.,GREVA,5
1930,NAGEKOMEN BERICHTEN.,FINANCIAR,1
1930,GEMENGD BUITENLANDSCH NIEUWS.,TEHNOLOGIE,4
1931,BUITENLAND DE VOLKENBOND WENSCHEN EN VOORSTELLEN IN DE ECON. COMMISSIE,FINANCIAR,5
1930,Schoolnieuws.,TEHNOLOGIE,4
1925,GEMENGDE BERICHTEN.,FINANCIAR,4
1930,"GEMENGD BUITENLANDSCH NIEUWS,",TEHNOLOGIE,4
1913,NIET-OFFICIEEL GEDEELTE. FINANCIEELE BERICHTEN.,FINANCIAR,1
1917,Nederland en de Oorlog.,FINANCIAR,5
1917,De petroleumbronnen in Roemenië.,FINANCIAR,5
1917,De roemeensche olievelden.,FINANCIAR,5
1921,Home and Foreign Economie News.,FINANCIAR,4
1932,Schilderijen en hun Dieven,ACCIDENT,5
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1920,Nouvelles Lconomiques et Financières,FINANCIAR,5
1929,GEMENGD BUITENLANDSCH NIEUWS.,TEHNOLOGIE,4
1931,Gemengd Nieuws,FINANCIAR,4
1930,Gemengd Nieuws,FINANCIAR,4
1928,Gemengd Nieuws,FINANCIAR,4
1927,Gemengd Nieuws,FINANCIAR,4
1909,FINANCIEELE BERICHTEN.,FINANCIAR,4
1932,DE BETEEKENIS VAN DE PETROLEUM,FINANCIAR,5
1925,FINANCIEEL NIEUWS De Koninklijke in 1924.,FINANCIAR,4
1923,Financieele Berichten.,FINANCIAR,4
1929,BUITENLAND.,FINANCIAR,3
1917,De Oorlog.,ACCIDENT,5
1927,FINANCIEN EN ECONOMIE. BINNENLAND,FINANCIAR,4
1930,EERSTE BLAD Dit nummer bestaat uit 14 bladzijden BUITENLAND HET YOUNG-PLAN IN DE FRANSCHE KAMER.,FINANCIAR,1
1929,BUITENLAND. HET HERSTELVRAAGSTUK.,GREVA,5
1930,FINANCIEELE RUBRIEK BINNENLAND,FINANCIAR,4
1928,FINANCIEELE RUBRIEK BINNENLAND.,FINANCIAR,4
1929,EERSTE BLAD Dit nummer bestaat uit 28 bladzijden met inbegrip van het Geïllustreerd bijblad BUITENLAND HUWELIJK EN ECHTSCHEIDING IN SOVJET-RUSLAND.,FINANCIAR,1
1916,Belangrijke verklaringen van den Duitschen kanselier te wachten.,FINANCIAR,5
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1914,FINANCIEELE MEDEDEELINGEN. VERGADERINGEN OP HEDEN.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINGEN.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINGEN. SLOTKOERSEN VAN NEW-YORK.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,LAATSTE BERICHTEN. VIJFDE NEDERLANDSCHE PHILATELISTENDAG.,FINANCIAR,5
1914,FINANCIEELE MEDEDEELINGEN. LOTEN CREDIT FONCIER DE FRANCE.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. HOLL. IJZEREN SPOORWEG MIJ.,FINANCIAR,4
1909,BEURS EN NIJVERHEID. Gedeeltelijke fusie van de Astra en de Rsgatul Romana.,FINANCIAR,5
1919,FINANCIEELE MEDEDEELINGEN BINNENLAND.,FINANCIAR,4
1930,EERSTE BLAD Dit nummer bestaat uit 16 bladzijden BUITENLAND EEN REUZENFAKKEL IN EUROPA.,FINANCIAR,1
1931,Telegrammen. CHR. POSTPERSONEEL.,ACCIDENT,4
1930,"VAN HET WERELDTOONEEL. Gandhi's ultimatum een „vriendschapelijke mededeeling"". — De inhoud der Fransche regeeringsverklaring. — Groot-Admiraal von Tirpitz †",TEHNOLOGIE,5
1930,VAN HET WERELDTOONEEL. Geen onderhandelingen der Britsch-Indische Regeering met Gandhi.,ACCIDENT,1
1925,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1923,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1916,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1929,BUITENLAND,FINANCIAR,3
1931,BUITENLAND FRANKRIJK EN DE LONDENSCHE CONFERENTIE DUITSCHE HOFFELIJKHEID HEEFT GRENZEN STIMSON'S ZENDING,FINANCIAR,1
1921,LAS RELACIONES COMERCIALES.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1911,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1915,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1922,FINANCIEN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1923,FINANCIEN EN ECONOMIE BINNENLAND.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1927,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
